uid	text_value
8YnVkvwSoHV25ke48n3GUWggsbH3	I finished organizing my room. I didn't cleaned it, but I'm going to do that tomorrow before she comes here. But basically that's it. I just relaxed. all day pretty much 
8YnVkvwSoHV25ke48n3GUWggsbH3	I was just at home today, so I didn't do much, but I I didn't felt stressed. because I already finished school. So I basically have nothing else to do. 
8YnVkvwSoHV25ke48n3GUWggsbH3	I don't think I have one. 
8gOE1SGJWPRJsWeC2NG9jy0XR7D3	I think I'm going to go get my haircut. 
8gOE1SGJWPRJsWeC2NG9jy0XR7D3	I just took a shower. And now I think I'm going to do some makeup and I have an appointment and I have work so obviously my work in my appointment or more important than my shower my makeup. 
8gOE1SGJWPRJsWeC2NG9jy0XR7D3	my boyfriend and my relationship 
8iOnjWiu2JZJZ0CSRuxV12A3o2z1	Me and him talked. That has never happened in dreams that I’ve had with him. We actually talked like for real, but it was all kind of funny.
8iOnjWiu2JZJZ0CSRuxV12A3o2z1	happiness I would like to spread World Peace World happiness. 
8iOnjWiu2JZJZ0CSRuxV12A3o2z1	No probably not because it was a long time ago and I don’t think about him anymore lol
8iOnjWiu2JZJZ0CSRuxV12A3o2z1	Then what other way are we living ?
8k3gKN2yVxUZMvxlAC36Gh9qjT22	Trying to find out how I can get some help being encouraged. 2 Get some influence to have physical therapy. 
8k3gKN2yVxUZMvxlAC36Gh9qjT22	That I need to do my stretches. 
8k3gKN2yVxUZMvxlAC36Gh9qjT22	I want to schedule myself to do stretches and be motivated by you to do stretches.
8k3gKN2yVxUZMvxlAC36Gh9qjT22	I will achieve all my goals. 
8k3gKN2yVxUZMvxlAC36Gh9qjT22	I don't like college and be things. I don't know. 
8k3gKN2yVxUZMvxlAC36Gh9qjT22	I need to do my stretches. 
8k3gKN2yVxUZMvxlAC36Gh9qjT22	I went to a physical therapist. 
8l0MfpoQuUeCC4n4ME2KFWkBh9I3	i’ve been tired, stressed out, and feeling a bit weird.. 
8l0MfpoQuUeCC4n4ME2KFWkBh9I3	im 17, usually happy but i can’t stand being alone i guess 
8l0MfpoQuUeCC4n4ME2KFWkBh9I3	im really looking forward to senior year and having a good summer 
8l0MfpoQuUeCC4n4ME2KFWkBh9I3	i get pretty lonely when i miss someone and just constantly need reassurance 
8l4DvZBoncWbUj2ZPxRBT7SacvQ2	I allow myself to be who I am without judgement 
8l4DvZBoncWbUj2ZPxRBT7SacvQ2	I choose to focus on the next step,not the entire path
8l4DvZBoncWbUj2ZPxRBT7SacvQ2	I can decide that my body is perfect,just the way it is
8l4DvZBoncWbUj2ZPxRBT7SacvQ2	The setting was at school with my crush 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I don’t have a drinking problem. I have a problem with drinking the pain away. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I have been cheated on by all 3 of my husbands. Mikey, joe, and Devin. The last one was my ex boyfriend James. The day before thanksgiving I gave him $150 so he could go see his family in Savannah Tennessee. While he was there and I was visiting my grandparents in Ohio he cheated on me.
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I do miss him but I know I cannot put myself back in that situation. Drinking is one thing but I don’t want to become an alcoholic.
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	The Saturday after thanksgiving weekend. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	My mom, my dad, my sister, my kids dad, my ex boyfriend’s. A lot of people do. They come around when they need me and then when they get what they want from me they stop talking to me and forget I’m even here.
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	Everywhere I go. I try my best to always make at least one person smile. My kids see it everywhere as well. They know I would give them my last breath of air.
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	They call me. There is always a sad story as to why they need whatever it is they’re asking for. Because I know how it feels to be completely alone I try to take care of everyone else. I don’t even really know who I am.
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I don’t even know honestly. Do you have any ideas? 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	God, my children, and my pets. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I found it in the App Store for iPhone
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I think people perceive me as broken, lost, scared, and hurt.
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	Today at work. Well I guess I didn’t really help her I tried to though. An elderly woman came in today needing her battery charged on her vehicle. However, she had to leave the car there and she said she couldn’t she wanted to warranty it out. We can’t do that though. We have to charge the battery for at least 24 hours before we can exchange it. She was highly upset. Her and both of my managers were so upset with each other. She sat in her car for a couple of hours and I felt awful but there was literally nothing I could do. Well I went to her car window and asked if she needed anything, I apologized for the way that my co workers had acted, and I just tried to talk her down so she wasn’t so upset. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	Yes. All the time. When I graduated basic training from the Army I was depressed. My mom promised she would be there. Due to none of my family getting along with her I told everyone not to come so she could. She never showed up and I felt like yes, even though I did something with my life it was pointless because no one was there I was empty inside. I didn’t even go to my own graduation from medical assistant school because everyone said they couldn’t make it. The only people I have in my life consistently are my kids. I am so afraid that they’re going to leave me stranded too. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	Everything. I’m terrified to fail and to let my kids down.
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	Not at all. When James and I got together I was at a bar. It was just a fun night out nothing too crazy. However, as James and I continued dating I started drinking even more. I was in a really bad spot. Once he cheated on me I drank for 3 days straight. I was just trying to numb the pain. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I want to start getting up early again and doing my hair and makeup. I want to read my daily devotional. I want to continue doing a journal. I want to find quotes and poems that I can have read to me daily to keep my spirits up. I want to get my homework done and not procrastinate. I want to start smiling again. Even if I have to force it for now. It will be real again one day right? 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I was hurting a little bit answering the questions. I found them easy to answer which is why it hurts. I hardly had anything positive to say and it just shows how messed up my life is right now. I just want to learn to be happy. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	After James cheated on me I feel like I’m worthless. He has told me I’m worthless. I feel like I am ugly, fat, and dumb. I lost myself 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	Loving myself. I want to know who I am and I want to become my own supporter. This isn’t for just myself but my children as well. I don’t ever want them to look down on themselves like I have. I know there is more to me than I have seen. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I want my children to always remember me as the best mom ever. The one who did all she could to give them a better life. I want people to remember me as sweet, caring, and hardworking. I want to be the one who always made people smile. I want to be the one who always helped and did everything I could for anyone and everyone. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	Respect, honesty, loyalty, consistency. When I’m not around and people talk about me they have enough of this values to protect my name and to tell the truth. 
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	I’m not sure. I mean some people say they’re proud of me but then they say other things like I wish you would just find a man and settle down. My ex boyfriend James thought I was the worst person in the world. My mom doesn’t speak to me and I don’t speak to her. My Dad doesn’t say much at all. I don’t even know what he thinks. I think he just calls to make me feel better. My sisters are his pride and joy. The only positivity that I hear on a daily basis is my kids. They always tell me I’m the best mom ever, they love me, and they say they’ll never leave me.
8lhiTmZDP4OVzVhWsmDnCSrYX6T2	Yes!!! Very much so! I have so much doubt and fear that I don’t even live life hardly.
